postId,Score,userId,CommentCount,Reputation,Views,UpVotes,DownVotes,Outlier
6028,12,930.0,5,31170,5529,10523,214,UpVotes
6031,5,930.0,1,31170,5529,10523,214,UpVotes
6036,8,930.0,1,31170,5529,10523,214,UpVotes
6124,4,930.0,1,31170,5529,10523,214,UpVotes
6157,9,930.0,2,31170,5529,10523,214,UpVotes
6162,2,930.0,1,31170,5529,10523,214,UpVotes
6237,2,930.0,1,31170,5529,10523,214,UpVotes
6311,12,930.0,4,31170,5529,10523,214,UpVotes
6376,11,930.0,0,31170,5529,10523,214,UpVotes
6398,3,930.0,0,31170,5529,10523,214,UpVotes
6456,7,930.0,0,31170,5529,10523,214,UpVotes
6465,13,930.0,1,31170,5529,10523,214,UpVotes
6485,12,930.0,2,31170,5529,10523,214,UpVotes
6511,13,930.0,3,31170,5529,10523,214,UpVotes
6610,23,930.0,6,31170,5529,10523,214,UpVotes
6612,3,930.0,0,31170,5529,10523,214,UpVotes
6615,6,930.0,2,31170,5529,10523,214,UpVotes
6790,4,930.0,0,31170,5529,10523,214,UpVotes
6893,8,930.0,0,31170,5529,10523,214,UpVotes
7109,2,930.0,0,31170,5529,10523,214,UpVotes
7125,6,930.0,0,31170,5529,10523,214,UpVotes
7138,5,930.0,0,31170,5529,10523,214,UpVotes
7346,0,930.0,4,31170,5529,10523,214,UpVotes
7369,4,930.0,1,31170,5529,10523,214,UpVotes
7413,4,930.0,0,31170,5529,10523,214,UpVotes
7414,8,930.0,1,31170,5529,10523,214,UpVotes
7416,7,930.0,0,31170,5529,10523,214,UpVotes
7490,6,930.0,0,31170,5529,10523,214,UpVotes
7650,5,930.0,3,31170,5529,10523,214,UpVotes
7658,8,930.0,4,31170,5529,10523,214,UpVotes
7672,6,930.0,1,31170,5529,10523,214,UpVotes
7674,13,930.0,3,31170,5529,10523,214,UpVotes
7692,2,930.0,0,31170,5529,10523,214,UpVotes
7911,22,930.0,13,31170,5529,10523,214,UpVotes
7953,17,930.0,2,31170,5529,10523,214,UpVotes
8034,6,930.0,1,31170,5529,10523,214,UpVotes
8139,2,930.0,0,31170,5529,10523,214,UpVotes
8211,6,930.0,0,31170,5529,10523,214,UpVotes
8245,20,930.0,1,31170,5529,10523,214,UpVotes
8247,17,930.0,7,31170,5529,10523,214,UpVotes
8255,12,930.0,1,31170,5529,10523,214,UpVotes
8376,6,930.0,2,31170,5529,10523,214,UpVotes
8424,1,930.0,5,31170,5529,10523,214,UpVotes
8593,9,930.0,4,31170,5529,10523,214,UpVotes
8687,7,930.0,8,31170,5529,10523,214,UpVotes
8727,2,930.0,6,31170,5529,10523,214,UpVotes
8780,9,930.0,4,31170,5529,10523,214,UpVotes
8966,5,930.0,0,31170,5529,10523,214,UpVotes
8976,15,930.0,2,31170,5529,10523,214,UpVotes
8979,3,930.0,0,31170,5529,10523,214,UpVotes
9037,5,930.0,1,31170,5529,10523,214,UpVotes
9054,11,930.0,5,31170,5529,10523,214,UpVotes
9082,5,930.0,3,31170,5529,10523,214,UpVotes
9094,7,930.0,0,31170,5529,10523,214,UpVotes
9096,4,930.0,1,31170,5529,10523,214,UpVotes
9126,1,930.0,0,31170,5529,10523,214,UpVotes
9194,8,930.0,0,31170,5529,10523,214,UpVotes
9197,4,930.0,1,31170,5529,10523,214,UpVotes
9326,7,930.0,0,31170,5529,10523,214,UpVotes
9368,1,930.0,0,31170,5529,10523,214,UpVotes
9369,8,930.0,2,31170,5529,10523,214,UpVotes
9394,5,930.0,0,31170,5529,10523,214,UpVotes
9480,18,930.0,2,31170,5529,10523,214,UpVotes
9511,4,930.0,0,31170,5529,10523,214,UpVotes
9523,1,930.0,0,31170,5529,10523,214,UpVotes
9606,4,930.0,0,31170,5529,10523,214,UpVotes
9698,4,930.0,3,31170,5529,10523,214,UpVotes
9700,17,930.0,2,31170,5529,10523,214,UpVotes
9787,7,930.0,0,31170,5529,10523,214,UpVotes
9808,17,930.0,3,31170,5529,10523,214,UpVotes
9862,5,930.0,1,31170,5529,10523,214,UpVotes
9878,2,930.0,0,31170,5529,10523,214,UpVotes
9944,9,930.0,1,31170,5529,10523,214,UpVotes
9960,2,930.0,3,31170,5529,10523,214,UpVotes
10004,5,930.0,0,31170,5529,10523,214,UpVotes
10083,1,930.0,0,31170,5529,10523,214,UpVotes
10170,3,930.0,2,31170,5529,10523,214,UpVotes
10172,2,930.0,0,31170,5529,10523,214,UpVotes
10176,3,930.0,4,31170,5529,10523,214,UpVotes
10349,2,930.0,2,31170,5529,10523,214,UpVotes
10456,5,930.0,5,31170,5529,10523,214,UpVotes
10473,1,930.0,0,31170,5529,10523,214,UpVotes
10502,2,930.0,1,31170,5529,10523,214,UpVotes
10572,3,930.0,0,31170,5529,10523,214,UpVotes
10677,4,930.0,4,31170,5529,10523,214,UpVotes
10741,8,930.0,0,31170,5529,10523,214,UpVotes
10759,4,930.0,0,31170,5529,10523,214,UpVotes
11179,9,930.0,1,31170,5529,10523,214,UpVotes
11195,2,930.0,1,31170,5529,10523,214,UpVotes
11196,3,930.0,0,31170,5529,10523,214,UpVotes
11211,2,930.0,2,31170,5529,10523,214,UpVotes
11230,9,930.0,3,31170,5529,10523,214,UpVotes
11274,3,930.0,2,31170,5529,10523,214,UpVotes
11312,1,930.0,2,31170,5529,10523,214,UpVotes
11314,3,930.0,2,31170,5529,10523,214,UpVotes
11342,2,930.0,3,31170,5529,10523,214,UpVotes
11379,3,930.0,4,31170,5529,10523,214,UpVotes
11392,2,930.0,0,31170,5529,10523,214,UpVotes
11424,5,930.0,1,31170,5529,10523,214,UpVotes
11442,5,930.0,0,31170,5529,10523,214,UpVotes
11475,7,930.0,0,31170,5529,10523,214,UpVotes
11477,6,930.0,2,31170,5529,10523,214,UpVotes
11479,1,930.0,0,31170,5529,10523,214,UpVotes
11534,0,930.0,2,31170,5529,10523,214,UpVotes
11540,4,930.0,0,31170,5529,10523,214,UpVotes
11558,3,930.0,3,31170,5529,10523,214,UpVotes
11572,9,930.0,0,31170,5529,10523,214,UpVotes
11589,5,930.0,1,31170,5529,10523,214,UpVotes
11625,7,930.0,1,31170,5529,10523,214,UpVotes
11627,18,930.0,2,31170,5529,10523,214,UpVotes
11640,8,930.0,0,31170,5529,10523,214,UpVotes
11642,11,930.0,1,31170,5529,10523,214,UpVotes
11665,3,930.0,2,31170,5529,10523,214,UpVotes
11702,30,930.0,2,31170,5529,10523,214,UpVotes
11720,6,930.0,2,31170,5529,10523,214,UpVotes
11732,10,930.0,1,31170,5529,10523,214,UpVotes
11846,10,930.0,1,31170,5529,10523,214,UpVotes
11902,3,930.0,1,31170,5529,10523,214,UpVotes
11928,6,930.0,2,31170,5529,10523,214,UpVotes
11939,3,930.0,0,31170,5529,10523,214,UpVotes
11951,8,930.0,2,31170,5529,10523,214,UpVotes
12089,3,930.0,1,31170,5529,10523,214,UpVotes
12102,7,930.0,2,31170,5529,10523,214,UpVotes
12108,2,930.0,1,31170,5529,10523,214,UpVotes
12292,3,930.0,8,31170,5529,10523,214,UpVotes
14116,5,930.0,3,31170,5529,10523,214,UpVotes
14144,11,930.0,3,31170,5529,10523,214,UpVotes
14460,5,930.0,0,31170,5529,10523,214,UpVotes
15267,8,930.0,0,31170,5529,10523,214,UpVotes
15317,5,930.0,0,31170,5529,10523,214,UpVotes
15416,6,930.0,4,31170,5529,10523,214,UpVotes
15417,1,930.0,0,31170,5529,10523,214,UpVotes
15720,12,930.0,6,31170,5529,10523,214,UpVotes
17344,6,930.0,1,31170,5529,10523,214,UpVotes
17743,3,930.0,0,31170,5529,10523,214,UpVotes
17931,15,930.0,0,31170,5529,10523,214,UpVotes
18189,16,930.0,0,31170,5529,10523,214,UpVotes
18191,11,930.0,6,31170,5529,10523,214,UpVotes
18240,5,930.0,3,31170,5529,10523,214,UpVotes
18347,3,930.0,5,31170,5529,10523,214,UpVotes
18441,3,930.0,3,31170,5529,10523,214,UpVotes
18516,1,930.0,1,31170,5529,10523,214,UpVotes
18646,0,930.0,0,31170,5529,10523,214,UpVotes
18647,0,930.0,0,31170,5529,10523,214,UpVotes
18986,8,930.0,3,31170,5529,10523,214,UpVotes
19268,2,930.0,2,31170,5529,10523,214,UpVotes
19293,5,930.0,1,31170,5529,10523,214,UpVotes
19294,1,930.0,0,31170,5529,10523,214,UpVotes
19389,6,930.0,4,31170,5529,10523,214,UpVotes
19683,4,930.0,0,31170,5529,10523,214,UpVotes
19885,1,930.0,1,31170,5529,10523,214,UpVotes
19904,3,930.0,2,31170,5529,10523,214,UpVotes
19920,10,930.0,0,31170,5529,10523,214,UpVotes
20074,5,930.0,15,31170,5529,10523,214,UpVotes
20133,5,930.0,5,31170,5529,10523,214,UpVotes
20144,4,930.0,5,31170,5529,10523,214,UpVotes
20220,4,930.0,0,31170,5529,10523,214,UpVotes
20232,12,930.0,2,31170,5529,10523,214,UpVotes
20440,6,930.0,1,31170,5529,10523,214,UpVotes
20449,3,930.0,3,31170,5529,10523,214,UpVotes
21378,6,930.0,0,31170,5529,10523,214,UpVotes
21504,7,930.0,2,31170,5529,10523,214,UpVotes
21507,12,930.0,1,31170,5529,10523,214,UpVotes
21602,16,930.0,7,31170,5529,10523,214,UpVotes
21877,0,930.0,0,31170,5529,10523,214,UpVotes
21954,5,930.0,2,31170,5529,10523,214,UpVotes
22157,2,930.0,0,31170,5529,10523,214,UpVotes
22215,4,930.0,0,31170,5529,10523,214,UpVotes
23139,9,930.0,0,31170,5529,10523,214,UpVotes
23298,4,930.0,2,31170,5529,10523,214,UpVotes
23532,2,930.0,0,31170,5529,10523,214,UpVotes
24260,5,930.0,2,31170,5529,10523,214,UpVotes
24404,6,930.0,2,31170,5529,10523,214,UpVotes
24482,5,930.0,4,31170,5529,10523,214,UpVotes
24483,4,930.0,1,31170,5529,10523,214,UpVotes
24874,4,930.0,0,31170,5529,10523,214,UpVotes
25042,5,930.0,3,31170,5529,10523,214,UpVotes
25156,17,930.0,4,31170,5529,10523,214,UpVotes
26087,2,930.0,1,31170,5529,10523,214,UpVotes
27305,2,930.0,1,31170,5529,10523,214,UpVotes
27310,13,930.0,3,31170,5529,10523,214,UpVotes
27355,3,930.0,0,31170,5529,10523,214,UpVotes
27380,4,930.0,4,31170,5529,10523,214,UpVotes
27411,6,930.0,2,31170,5529,10523,214,UpVotes
31721,2,930.0,0,31170,5529,10523,214,UpVotes
31731,11,930.0,2,31170,5529,10523,214,UpVotes
31774,9,930.0,5,31170,5529,10523,214,UpVotes
31782,1,930.0,0,31170,5529,10523,214,UpVotes
31842,20,930.0,2,31170,5529,10523,214,UpVotes
31915,5,930.0,1,31170,5529,10523,214,UpVotes
32085,4,930.0,1,31170,5529,10523,214,UpVotes
32091,2,930.0,0,31170,5529,10523,214,UpVotes
32240,3,930.0,0,31170,5529,10523,214,UpVotes
33880,3,930.0,0,31170,5529,10523,214,UpVotes
34121,0,930.0,0,31170,5529,10523,214,UpVotes
34122,0,930.0,0,31170,5529,10523,214,UpVotes
34123,0,930.0,0,31170,5529,10523,214,UpVotes
34124,0,930.0,0,31170,5529,10523,214,UpVotes
34146,3,930.0,1,31170,5529,10523,214,UpVotes
38089,2,930.0,4,31170,5529,10523,214,UpVotes
41664,12,930.0,0,31170,5529,10523,214,UpVotes
41674,2,930.0,0,31170,5529,10523,214,UpVotes
41676,1,930.0,0,31170,5529,10523,214,UpVotes
41847,2,930.0,0,31170,5529,10523,214,UpVotes
45568,1,930.0,0,31170,5529,10523,214,UpVotes
47709,3,930.0,0,31170,5529,10523,214,UpVotes
48979,3,930.0,2,31170,5529,10523,214,UpVotes
51220,6,930.0,4,31170,5529,10523,214,UpVotes
58851,2,930.0,0,31170,5529,10523,214,UpVotes
64366,0,930.0,0,31170,5529,10523,214,UpVotes
64367,0,930.0,0,31170,5529,10523,214,UpVotes
99538,0,930.0,0,31170,5529,10523,214,UpVotes
99539,0,930.0,0,31170,5529,10523,214,UpVotes
2004,13,1036.0,0,8236,1305,11442,43,UpVotes
2055,2,1036.0,0,8236,1305,11442,43,UpVotes
2152,4,1036.0,3,8236,1305,11442,43,UpVotes
2170,6,1036.0,0,8236,1305,11442,43,UpVotes
2216,4,1036.0,1,8236,1305,11442,43,UpVotes
2354,1,1036.0,0,8236,1305,11442,43,UpVotes
2388,2,1036.0,2,8236,1305,11442,43,UpVotes
2811,4,1036.0,4,8236,1305,11442,43,UpVotes
2841,4,1036.0,0,8236,1305,11442,43,UpVotes
2856,3,1036.0,2,8236,1305,11442,43,UpVotes
2921,7,1036.0,0,8236,1305,11442,43,UpVotes
3099,3,1036.0,0,8236,1305,11442,43,UpVotes
3290,5,1036.0,0,8236,1305,11442,43,UpVotes
3302,3,1036.0,0,8236,1305,11442,43,UpVotes
3356,5,1036.0,4,8236,1305,11442,43,UpVotes
3385,2,1036.0,2,8236,1305,11442,43,UpVotes
3435,2,1036.0,1,8236,1305,11442,43,UpVotes
3585,2,1036.0,3,8236,1305,11442,43,UpVotes
3631,3,1036.0,0,8236,1305,11442,43,UpVotes
3650,4,1036.0,1,8236,1305,11442,43,UpVotes
3678,3,1036.0,0,8236,1305,11442,43,UpVotes
3717,3,1036.0,6,8236,1305,11442,43,UpVotes
3732,4,1036.0,3,8236,1305,11442,43,UpVotes
3865,2,1036.0,4,8236,1305,11442,43,UpVotes
3873,2,1036.0,1,8236,1305,11442,43,UpVotes
3893,27,1036.0,0,8236,1305,11442,43,UpVotes
3972,2,1036.0,0,8236,1305,11442,43,UpVotes
4083,3,1036.0,6,8236,1305,11442,43,UpVotes
4091,4,1036.0,0,8236,1305,11442,43,UpVotes
4158,15,1036.0,0,8236,1305,11442,43,UpVotes
4400,4,1036.0,0,8236,1305,11442,43,UpVotes
4470,7,1036.0,4,8236,1305,11442,43,UpVotes
4487,1,1036.0,0,8236,1305,11442,43,UpVotes
4828,2,1036.0,0,8236,1305,11442,43,UpVotes
4861,13,1036.0,3,8236,1305,11442,43,UpVotes
4953,6,1036.0,0,8236,1305,11442,43,UpVotes
5153,3,1036.0,0,8236,1305,11442,43,UpVotes
5295,2,1036.0,2,8236,1305,11442,43,UpVotes
5464,9,1036.0,1,8236,1305,11442,43,UpVotes
5949,4,1036.0,1,8236,1305,11442,43,UpVotes
5976,2,1036.0,0,8236,1305,11442,43,UpVotes
5984,2,1036.0,0,8236,1305,11442,43,UpVotes
6043,2,1036.0,2,8236,1305,11442,43,UpVotes
6131,4,1036.0,7,8236,1305,11442,43,UpVotes
6231,4,1036.0,0,8236,1305,11442,43,UpVotes
6260,6,1036.0,0,8236,1305,11442,43,UpVotes
6501,2,1036.0,0,8236,1305,11442,43,UpVotes
6503,7,1036.0,2,8236,1305,11442,43,UpVotes
6748,2,1036.0,1,8236,1305,11442,43,UpVotes
6879,2,1036.0,1,8236,1305,11442,43,UpVotes
7292,9,1036.0,0,8236,1305,11442,43,UpVotes
7704,3,1036.0,0,8236,1305,11442,43,UpVotes
8627,4,1036.0,2,8236,1305,11442,43,UpVotes
8764,3,1036.0,0,8236,1305,11442,43,UpVotes
9742,4,1036.0,4,8236,1305,11442,43,UpVotes
9788,2,1036.0,0,8236,1305,11442,43,UpVotes
9953,6,1036.0,0,8236,1305,11442,43,UpVotes
10317,6,1036.0,3,8236,1305,11442,43,UpVotes
10566,4,1036.0,1,8236,1305,11442,43,UpVotes
10696,6,1036.0,0,8236,1305,11442,43,UpVotes
10747,2,1036.0,3,8236,1305,11442,43,UpVotes
11671,2,1036.0,1,8236,1305,11442,43,UpVotes
11837,5,1036.0,3,8236,1305,11442,43,UpVotes
12693,4,1036.0,1,8236,1305,11442,43,UpVotes
12728,2,1036.0,3,8236,1305,11442,43,UpVotes
13257,7,1036.0,0,8236,1305,11442,43,UpVotes
13292,3,1036.0,0,8236,1305,11442,43,UpVotes
13664,1,1036.0,2,8236,1305,11442,43,UpVotes
13858,13,1036.0,1,8236,1305,11442,43,UpVotes
14296,2,1036.0,2,8236,1305,11442,43,UpVotes
14639,6,1036.0,0,8236,1305,11442,43,UpVotes
15462,5,1036.0,1,8236,1305,11442,43,UpVotes
15537,2,1036.0,0,8236,1305,11442,43,UpVotes
15653,0,1036.0,0,8236,1305,11442,43,UpVotes
15654,0,1036.0,0,8236,1305,11442,43,UpVotes
15759,12,1036.0,0,8236,1305,11442,43,UpVotes
15803,4,1036.0,7,8236,1305,11442,43,UpVotes
15850,3,1036.0,1,8236,1305,11442,43,UpVotes
16791,3,1036.0,1,8236,1305,11442,43,UpVotes
16869,19,1036.0,3,8236,1305,11442,43,UpVotes
17607,7,1036.0,3,8236,1305,11442,43,UpVotes
17641,13,1036.0,1,8236,1305,11442,43,UpVotes
17930,3,1036.0,1,8236,1305,11442,43,UpVotes
18094,16,1036.0,6,8236,1305,11442,43,UpVotes
18766,1,1036.0,0,8236,1305,11442,43,UpVotes
18826,5,1036.0,2,8236,1305,11442,43,UpVotes
19062,1,1036.0,0,8236,1305,11442,43,UpVotes
19440,7,1036.0,4,8236,1305,11442,43,UpVotes
19543,9,1036.0,9,8236,1305,11442,43,UpVotes
19615,6,1036.0,2,8236,1305,11442,43,UpVotes
19697,5,1036.0,2,8236,1305,11442,43,UpVotes
19815,0,1036.0,0,8236,1305,11442,43,UpVotes
19816,0,1036.0,0,8236,1305,11442,43,UpVotes
20078,1,1036.0,0,8236,1305,11442,43,UpVotes
20844,6,1036.0,2,8236,1305,11442,43,UpVotes
20900,10,1036.0,1,8236,1305,11442,43,UpVotes
21555,7,1036.0,8,8236,1305,11442,43,UpVotes
21781,2,1036.0,0,8236,1305,11442,43,UpVotes
21906,1,1036.0,2,8236,1305,11442,43,UpVotes
22733,10,1036.0,5,8236,1305,11442,43,UpVotes
22855,16,1036.0,9,8236,1305,11442,43,UpVotes
23797,2,1036.0,1,8236,1305,11442,43,UpVotes
24471,6,1036.0,8,8236,1305,11442,43,UpVotes
24628,2,1036.0,1,8236,1305,11442,43,UpVotes
25145,5,1036.0,0,8236,1305,11442,43,UpVotes
25281,9,1036.0,2,8236,1305,11442,43,UpVotes
25768,3,1036.0,3,8236,1305,11442,43,UpVotes
26501,2,1036.0,2,8236,1305,11442,43,UpVotes
26551,2,1036.0,0,8236,1305,11442,43,UpVotes
26714,19,1036.0,6,8236,1305,11442,43,UpVotes
27348,4,1036.0,0,8236,1305,11442,43,UpVotes
27349,3,1036.0,0,8236,1305,11442,43,UpVotes
28271,4,1036.0,0,8236,1305,11442,43,UpVotes
29169,4,1036.0,0,8236,1305,11442,43,UpVotes
29255,2,1036.0,0,8236,1305,11442,43,UpVotes
29474,1,1036.0,3,8236,1305,11442,43,UpVotes
30376,0,1036.0,0,8236,1305,11442,43,UpVotes
30410,6,1036.0,3,8236,1305,11442,43,UpVotes
30452,4,1036.0,1,8236,1305,11442,43,UpVotes
30697,4,1036.0,1,8236,1305,11442,43,UpVotes
32014,4,1036.0,1,8236,1305,11442,43,UpVotes
32379,9,1036.0,2,8236,1305,11442,43,UpVotes
32783,3,1036.0,6,8236,1305,11442,43,UpVotes
33578,7,1036.0,8,8236,1305,11442,43,UpVotes
34079,4,1036.0,1,8236,1305,11442,43,UpVotes
34519,3,1036.0,0,8236,1305,11442,43,UpVotes
34528,5,1036.0,0,8236,1305,11442,43,UpVotes
38190,1,1036.0,0,8236,1305,11442,43,UpVotes
38590,4,1036.0,0,8236,1305,11442,43,UpVotes
38658,4,1036.0,3,8236,1305,11442,43,UpVotes
38660,3,1036.0,1,8236,1305,11442,43,UpVotes
40460,2,1036.0,7,8236,1305,11442,43,UpVotes
44943,6,1036.0,0,8236,1305,11442,43,UpVotes
45099,11,1036.0,2,8236,1305,11442,43,UpVotes
47231,0,1036.0,0,8236,1305,11442,43,UpVotes
49406,2,1036.0,0,8236,1305,11442,43,UpVotes
49450,3,1036.0,0,8236,1305,11442,43,UpVotes
51587,2,1036.0,0,8236,1305,11442,43,UpVotes
51889,4,1036.0,0,8236,1305,11442,43,UpVotes
52370,2,1036.0,2,8236,1305,11442,43,UpVotes
54457,10,1036.0,3,8236,1305,11442,43,UpVotes
54788,4,1036.0,3,8236,1305,11442,43,UpVotes
54959,2,1036.0,0,8236,1305,11442,43,UpVotes
56751,1,1036.0,0,8236,1305,11442,43,UpVotes
64751,2,1036.0,7,8236,1305,11442,43,UpVotes
64826,2,1036.0,2,8236,1305,11442,43,UpVotes
66838,1,1036.0,0,8236,1305,11442,43,UpVotes
69656,2,1036.0,0,8236,1305,11442,43,UpVotes
70486,5,1036.0,2,8236,1305,11442,43,UpVotes
71397,1,1036.0,3,8236,1305,11442,43,UpVotes
72249,3,1036.0,0,8236,1305,11442,43,UpVotes
72551,2,1036.0,8,8236,1305,11442,43,UpVotes
73170,3,1036.0,10,8236,1305,11442,43,UpVotes
73679,6,1036.0,8,8236,1305,11442,43,UpVotes
73764,2,1036.0,11,8236,1305,11442,43,UpVotes
74647,1,1036.0,0,8236,1305,11442,43,UpVotes
76122,4,1036.0,2,8236,1305,11442,43,UpVotes
78527,3,1036.0,1,8236,1305,11442,43,UpVotes
79463,2,1036.0,2,8236,1305,11442,43,UpVotes
80305,1,1036.0,0,8236,1305,11442,43,UpVotes
82632,6,1036.0,1,8236,1305,11442,43,UpVotes
82744,5,1036.0,10,8236,1305,11442,43,UpVotes
84299,7,1036.0,0,8236,1305,11442,43,UpVotes
85974,3,1036.0,0,8236,1305,11442,43,UpVotes
87152,20,1036.0,2,8236,1305,11442,43,UpVotes
93703,1,1036.0,1,8236,1305,11442,43,UpVotes
93995,0,1036.0,0,8236,1305,11442,43,UpVotes
93999,2,1036.0,4,8236,1305,11442,43,UpVotes
95556,5,1036.0,4,8236,1305,11442,43,UpVotes
96748,2,1036.0,1,8236,1305,11442,43,UpVotes
96924,2,1036.0,2,8236,1305,11442,43,UpVotes
97890,2,1036.0,0,8236,1305,11442,43,UpVotes
100185,4,1036.0,3,8236,1305,11442,43,UpVotes
100888,4,1036.0,1,8236,1305,11442,43,UpVotes
100919,8,1036.0,9,8236,1305,11442,43,UpVotes
101041,2,1036.0,5,8236,1305,11442,43,UpVotes
102833,1,1036.0,0,8236,1305,11442,43,UpVotes
102989,2,1036.0,0,8236,1305,11442,43,UpVotes
102997,0,1036.0,0,8236,1305,11442,43,UpVotes
103455,6,1036.0,0,8236,1305,11442,43,UpVotes
103871,0,1036.0,0,8236,1305,11442,43,UpVotes
105019,-1,1036.0,4,8236,1305,11442,43,UpVotes
105068,5,1036.0,5,8236,1305,11442,43,UpVotes
105835,4,1036.0,2,8236,1305,11442,43,UpVotes
108454,2,1036.0,5,8236,1305,11442,43,UpVotes
113276,5,1036.0,10,8236,1305,11442,43,UpVotes
113291,0,1036.0,2,8236,1305,11442,43,UpVotes
2175,0,-1.0,0,1,0,5007,1920,UpVotes
8576,0,-1.0,0,1,0,5007,1920,UpVotes
8578,0,-1.0,0,1,0,5007,1920,UpVotes
8981,0,-1.0,0,1,0,5007,1920,UpVotes
8982,0,-1.0,0,1,0,5007,1920,UpVotes
9857,0,-1.0,0,1,0,5007,1920,UpVotes
9858,0,-1.0,0,1,0,5007,1920,UpVotes
9860,0,-1.0,0,1,0,5007,1920,UpVotes
10130,0,-1.0,0,1,0,5007,1920,UpVotes
10131,0,-1.0,0,1,0,5007,1920,UpVotes
15331,0,-1.0,0,1,0,5007,1920,UpVotes
15332,0,-1.0,0,1,0,5007,1920,UpVotes
16296,0,-1.0,0,1,0,5007,1920,UpVotes
16366,0,-1.0,0,1,0,5007,1920,UpVotes
19423,0,-1.0,0,1,0,5007,1920,UpVotes
19848,0,-1.0,0,1,0,5007,1920,UpVotes
20259,0,-1.0,0,1,0,5007,1920,UpVotes
20261,0,-1.0,0,1,0,5007,1920,UpVotes
20262,0,-1.0,0,1,0,5007,1920,UpVotes
20263,0,-1.0,0,1,0,5007,1920,UpVotes
20264,0,-1.0,0,1,0,5007,1920,UpVotes
20485,0,-1.0,0,1,0,5007,1920,UpVotes
20487,0,-1.0,0,1,0,5007,1920,UpVotes
20489,0,-1.0,0,1,0,5007,1920,UpVotes
20490,0,-1.0,0,1,0,5007,1920,UpVotes
21497,0,-1.0,0,1,0,5007,1920,UpVotes
21795,0,-1.0,0,1,0,5007,1920,UpVotes
21856,0,-1.0,0,1,0,5007,1920,UpVotes
21860,0,-1.0,0,1,0,5007,1920,UpVotes
21861,0,-1.0,0,1,0,5007,1920,UpVotes
21862,0,-1.0,0,1,0,5007,1920,UpVotes
21864,0,-1.0,0,1,0,5007,1920,UpVotes
21876,0,-1.0,0,1,0,5007,1920,UpVotes
21878,0,-1.0,0,1,0,5007,1920,UpVotes
21882,0,-1.0,0,1,0,5007,1920,UpVotes
23847,0,-1.0,0,1,0,5007,1920,UpVotes
27148,0,-1.0,0,1,0,5007,1920,UpVotes
28215,0,-1.0,0,1,0,5007,1920,UpVotes
28223,0,-1.0,0,1,0,5007,1920,UpVotes
28240,0,-1.0,0,1,0,5007,1920,UpVotes
28260,0,-1.0,0,1,0,5007,1920,UpVotes
28263,0,-1.0,0,1,0,5007,1920,UpVotes
28267,0,-1.0,0,1,0,5007,1920,UpVotes
28269,0,-1.0,0,1,0,5007,1920,UpVotes
28275,0,-1.0,0,1,0,5007,1920,UpVotes
28277,0,-1.0,0,1,0,5007,1920,UpVotes
28279,0,-1.0,0,1,0,5007,1920,UpVotes
28281,0,-1.0,0,1,0,5007,1920,UpVotes
28296,0,-1.0,0,1,0,5007,1920,UpVotes
28304,0,-1.0,0,1,0,5007,1920,UpVotes
28324,0,-1.0,0,1,0,5007,1920,UpVotes
28331,0,-1.0,0,1,0,5007,1920,UpVotes
28333,0,-1.0,0,1,0,5007,1920,UpVotes
28335,0,-1.0,0,1,0,5007,1920,UpVotes
28410,0,-1.0,0,1,0,5007,1920,UpVotes
28452,0,-1.0,0,1,0,5007,1920,UpVotes
28534,0,-1.0,0,1,0,5007,1920,UpVotes
28791,0,-1.0,0,1,0,5007,1920,UpVotes
28899,0,-1.0,0,1,0,5007,1920,UpVotes
28926,0,-1.0,0,1,0,5007,1920,UpVotes
29930,0,-1.0,0,1,0,5007,1920,UpVotes
30453,0,-1.0,0,1,0,5007,1920,UpVotes
31753,0,-1.0,0,1,0,5007,1920,UpVotes
31778,0,-1.0,0,1,0,5007,1920,UpVotes
31826,0,-1.0,0,1,0,5007,1920,UpVotes
31827,0,-1.0,0,1,0,5007,1920,UpVotes
31982,0,-1.0,0,1,0,5007,1920,UpVotes
31986,0,-1.0,0,1,0,5007,1920,UpVotes
32513,0,-1.0,0,1,0,5007,1920,UpVotes
32710,0,-1.0,0,1,0,5007,1920,UpVotes
32803,0,-1.0,0,1,0,5007,1920,UpVotes
33252,0,-1.0,0,1,0,5007,1920,UpVotes
33597,0,-1.0,0,1,0,5007,1920,UpVotes
33728,0,-1.0,0,1,0,5007,1920,UpVotes
34887,0,-1.0,0,1,0,5007,1920,UpVotes
35243,0,-1.0,0,1,0,5007,1920,UpVotes
35250,0,-1.0,0,1,0,5007,1920,UpVotes
35772,0,-1.0,0,1,0,5007,1920,UpVotes
36189,0,-1.0,0,1,0,5007,1920,UpVotes
37548,0,-1.0,0,1,0,5007,1920,UpVotes
38341,0,-1.0,0,1,0,5007,1920,UpVotes
38472,0,-1.0,0,1,0,5007,1920,UpVotes
38516,0,-1.0,0,1,0,5007,1920,UpVotes
38518,0,-1.0,0,1,0,5007,1920,UpVotes
38822,0,-1.0,0,1,0,5007,1920,UpVotes
38850,0,-1.0,0,1,0,5007,1920,UpVotes
38859,0,-1.0,0,1,0,5007,1920,UpVotes
40430,0,-1.0,0,1,0,5007,1920,UpVotes
40432,0,-1.0,0,1,0,5007,1920,UpVotes
40437,0,-1.0,0,1,0,5007,1920,UpVotes
40439,0,-1.0,0,1,0,5007,1920,UpVotes
